"","Date","Team","Opponent","Time"
"1748","10/3","Camden County Wildcats","@Richmond Hill*","6:00pm"
"1749","10/7","Camden County Wildcats","vsCharlton County","6:00pm"
"1750","10/8","Camden County Wildcats","@Ware County","6:00pm"
"1751","10/10","Camden County Wildcats","vsWayne County","5:30pm"
"1752","8/6","Calhoun County Cougars","vsEarly County*","4:30pm"
"1753","8/8","Calhoun County Cougars","vsTerrell County*","4:30pm"
"1754","8/13","Calhoun County Cougars","@Pataula Charter Academy*","6:00pm"
"1755","8/15","Calhoun County Cougars","vsRandolph-Clay*","4:30pm"
"1756","8/22","Calhoun County Cougars","vsDougherty","5:30pm"
"1757","9/12","Calhoun County Cougars","vsPataula Charter Academy*","4:30pm"
"1758","9/17","Calhoun County Cougars","@Randolph-Clay*","5:00pm"
"1759","9/25","Calhoun County Cougars","vsMiller County","4:30pm"
"1760","7/30","Calvary Christian Knights","vsSouthwest Georgia Academy",NA
"1761","8/3","Calvary Christian Knights","vsStratford Academy***","11:00am"
"1762","8/5","Calvary Christian Knights","@Schley County","4:00pm"
"1763","8/8","Calvary Christian Knights","@Southwest Georgia Academy","5:00pm"
"1764","8/15","Calvary Christian Knights","vsMount de Sales Academy","5:00pm"
"1765","8/17","Calvary Christian Knights","@Northside","9:00am"
"1766","8/20","Calvary Christian Knights","vsTattnall Square Academy","5:00pm"
"1767","8/23","Calvary Christian Knights","@Stratford Academy","4:00pm"
"1768","8/24","Calvary Christian Knights","@Opponent TBA",""
"1769","8/24","Calvary Christian Knights","vsOpponent TBA",""
"1770","8/24","Calvary Christian Knights","vsLCA","2:00pm"
"1771","8/24","Calvary Christian Knights","@Tattnall Square Academy","4:00pm"
"1772","8/26","Calvary Christian Knights","@Mount de Sales Academy","5:00pm"
"1773","8/29","Calvary Christian Knights","vsStratford Academy","5:00pm"
"1774","9/6","Calvary Christian Knights","vsGriffin***","4:00pm"
"1775","9/6","Calvary Christian Knights","vsSt. Pius X Catholic***","6:00pm"
"1776","9/10","Calvary Christian Knights","@Strong Rock Christian*","5:30pm"
"1777","9/12","Calvary Christian Knights","vsSchley County","4:00pm"
"1778","9/19","Calvary Christian Knights","@Brookstone*","5:00pm"
"1779","9/24","Calvary Christian Knights","@Westfield School*","5:00pm"
"1780","9/26","Calvary Christian Knights","vsStrong Rock Christian*","5:30pm"
"1781","10/1","Calvary Christian Knights","vsWestfield School*","4:30pm"
"1782","10/3","Calvary Christian Knights","vsBrookstone*","5:00pm"
"1783","8/1","Dalton Catamounts","vsGilmer","5:30pm"
"1784","8/6","Dalton Catamounts","vsCartersville*","5:30pm"
"1785","8/8","Dalton Catamounts","@Hiram*","5:30pm"
"1786","8/9","Dalton Catamounts","vsDade County","4:00pm"
"1787","8/9","Dalton Catamounts","vsChattooga***","6:00pm"
"1788","8/9","Dalton Catamounts","vsChattooga","6:00pm"
"1789","8/13","Dalton Catamounts","vsAllatoona*","5:30pm"
"1790","8/15","Dalton Catamounts","vsWoodland*","5:30pm"
"1791","8/19","Dalton Catamounts","@SWCHS*","5:30pm"
"1792","8/20","Dalton Catamounts","vsCedartown*","5:30pm"
"1793","8/22","Dalton Catamounts","@Cass*","5:30pm"
"1794","8/27","Dalton Catamounts","@Cartersville*","5:30pm"
"1795","8/29","Dalton Catamounts","vsHiram*","5:30pm"
"1796","9/3","Dalton Catamounts","@Allatoona*","5:30pm"
"1797","9/5","Dalton Catamounts","@Woodland*","5:30pm"
"1798","9/9","Dalton Catamounts","vsSWCHS*","5:30pm"
"1799","9/10","Dalton Catamounts","@Cedartown*","5:30pm"
"1800","9/12","Dalton Catamounts","vsCass*","5:30pm"
"1801","9/17","Dalton Catamounts","vsCartersville*","5:30pm"
"1802","9/19","Dalton Catamounts","@Hiram*","5:30pm"
"1803","9/23","Dalton Catamounts","vsAllatoona*","5:30pm"
"1804","9/26","Dalton Catamounts","vsWoodland*","5:30pm"
"1805","10/1","Dalton Catamounts","@SWCHS*","5:30pm"
"1806","10/3","Dalton Catamounts","vsCedartown*","5:30pm"
"1807","10/8","Dalton Catamounts","@Cass*","5:30pm"
"1808","8/20","Kendrick Cherokees","@Spencer","5:30pm"
"1809","8/22","Kendrick Cherokees","vsSt. Anne-Pacelli","5:30pm"
"1810","8/29","Kendrick Cherokees","vsCarver","5:30pm"
"1811","9/5","Kendrick Cherokees","@St. Anne-Pacelli","5:30pm"
"1812","9/9","Kendrick Cherokees","@Sumter County","5:30pm"
"1813","9/12","Kendrick Cherokees","@Carver","5:30pm"
"1814","9/17","Kendrick Cherokees","vsSpencer","5:30pm"
"1815","9/30","Kendrick Cherokees","vsSumter County","5:30pm"
"1816","10/1","Kendrick Cherokees","@St. Anne-Pacelli","5:30pm"
"1817","10/8","Kendrick Cherokees","vsJordan","5:30pm"
"1818","8/6","Coahulla Creek Colts","vsRidgeland","5:30pm"
"1819","8/9","Coahulla Creek Colts","vsRidgeland***","Time TBA"
"1820","8/9","Coahulla Creek Colts","vsWoodland***","6:00pm"
"1821","8/10","Coahulla Creek Colts","vsPepperell***","12:00pm"
"1822","8/10","Coahulla Creek Colts","vsCalhoun***","2:00pm"
"1823","8/13","Coahulla Creek Colts","@Ridgeland","5:30pm"
"1824","8/15","Coahulla Creek Colts","@Sonoraville*","5:30pm"
"1825","8/17","Coahulla Creek Colts","vsPaulding County","3:30pm"
"1826","8/17","Coahulla Creek Colts","vsGilmer","5:30pm"
"1827","8/20","Coahulla Creek Colts","vsRockmart*","5:30pm"
"1828","8/22","Coahulla Creek Colts","@Ringgold*","5:30pm"
"1829","8/26","Coahulla Creek Colts","vsNorth Murray*","5:30pm"
"1830","8/27","Coahulla Creek Colts","@Murray County*","5:30pm"
"1831","8/28","Coahulla Creek Colts","@Heritage","5:30pm"
"1832","8/29","Coahulla Creek Colts","vsLakeview-Fort Oglethorpe*","5:30pm"
"1833","9/5","Coahulla Creek Colts","@North Cobb Christian*","5:30pm"
